,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
0,FDW58,OUT049,1853.52786612087
1,FDW14,OUT017,1505.9188106260299
2,NCN55,OUT010,1882.3624832978553
3,FDQ58,OUT017,2598.029567126952
4,FDY38,OUT027,5112.096537982491
5,FDH56,OUT046,1932.983197725333
6,FDL48,OUT018,572.3641907060617
7,FDC48,OUT027,2803.421867143185
8,FDN33,OUT045,1469.0717375847323
9,FDA36,OUT017,3111.563254693942
10,FDT44,OUT017,2041.1859211732562
11,FDQ56,OUT045,1356.8235941213238
12,NCC54,OUT019,1869.1431562635898
13,FDU11,OUT049,2076.8354149533898
14,DRL59,OUT013,909.615022568189
15,FDM24,OUT049,2533.6065252616922
16,FDI57,OUT045,3284.3617043533327
17,DRC12,OUT018,2757.147647921615
18,NCM42,OUT027,3185.8100348617363
19,FDA46,OUT010,1133.5004581738121
20,FDA31,OUT013,2851.3961181250093
21,NCJ31,OUT035,3877.3555930877183
22,FDG52,OUT046,792.1174735728962
23,NCL19,OUT019,373.564062737859
24,FDS10,OUT035,3026.7762257661
25,FDX22,OUT010,1428.4898958543736
26,NCF19,OUT035,911.7869241528638
27,NCE06,OUT046,2526.1436262797315
28,DRC27,OUT046,3843.6621080011437
29,FDE21,OUT035,2077.5854434816706
30,NCR42,OUT019,-1372.013339946659
31,FDX51,OUT018,2852.6528452755724
32,NCR06,OUT018,418.3484934018304
33,FDU31,OUT027,4957.839758010194
34,FDU59,OUT017,2735.4938681752183
35,FDR03,OUT027,4740.178518977842
36,FDS49,OUT027,2798.7219543696656
37,FDD48,OUT010,-48.43951840356772
38,NCF18,OUT017,3104.663106942573
39,NCD43,OUT027,3091.4322180905983
40,NCD54,OUT018,1980.1716586285752
41,FDY19,OUT010,12.95687117709781
42,NCY54,OUT017,2798.726828132284
43,NCL19,OUT018,2026.9459339729856
44,FDP23,OUT010,1559.9086097014774
45,FDC26,OUT013,1862.684219007309
46,FDR14,OUT010,-1070.8414927951985
47,NCS41,OUT035,3046.900854058536
48,FDF41,OUT035,4036.051209064268
49,FDU34,OUT046,2003.256862176882
50,DRH11,OUT046,945.7495586797527
51,FDM03,OUT013,1756.3571991524652
52,FDS31,OUT017,3035.772074706821
53,FDJ20,OUT017,2102.5863233001824
54,FDV44,OUT027,4501.54906904346
55,FDG02,OUT049,3156.6532886166465
56,FDA09,OUT013,2910.080349984915
57,FDT04,OUT013,663.1753521803741
58,FDL58,OUT019,2253.3191935625873
59,FDE52,OUT045,1377.147609248032
60,FDW12,OUT035,2486.44271106052
61,FDL51,OUT017,3485.749395089217
62,NCY42,OUT027,3682.447065768437
63,FDR07,OUT017,1711.5831228524648
64,FDN40,OUT045,2352.1454171820287
65,FDB35,OUT027,2953.1172607494364
66,FDA22,OUT017,2778.9690226640528
67,NCL06,OUT046,4103.349939116969
68,FDI35,OUT013,2956.188767021587
69,NCW42,OUT045,3398.4316405571603
70,NCX06,OUT049,2931.7619099271683
71,FDC37,OUT027,3220.8219265702833
72,FDZ14,OUT018,1667.0635746287996
73,DRG49,OUT049,3952.478185167134
74,NCG06,OUT045,3946.6239010700547
75,DRC36,OUT045,2676.210413726367
76,FDV21,OUT019,49.04617023064418
77,FDB53,OUT046,2341.115646145139
78,DRP47,OUT019,2044.8779536885868
79,FDA14,OUT013,2322.0636759671597
80,DRC24,OUT035,2567.009262780018
81,FDW21,OUT018,1372.7420426365704
82,NCH29,OUT046,1575.2897279248643
83,FDU58,OUT013,3044.5953432574906
84,FDY27,OUT017,2914.425415746706
85,FDV56,OUT035,1960.9273632039485
86,FDT59,OUT046,3684.703247174427
87,FDB23,OUT046,3623.113651648138
88,FDR49,OUT045,731.7749767171275
89,FDB03,OUT010,1837.3046680007033
90,FDN39,OUT045,2608.893495891585
91,FDX02,OUT027,4957.702655026811
92,FDQ16,OUT027,3183.241431144962
93,FDU35,OUT018,1349.8588170170585
94,NCT29,OUT013,1979.7056623276094
95,FDZ27,OUT046,798.4509635579664
96,FDN57,OUT017,2354.707552693642
97,FDA03,OUT018,2025.22264929344
98,FDZ36,OUT045,2901.048643618949
99,NCU05,OUT013,1343.683211846613
100,FDT39,OUT018,2175.558530105535
101,FDK60,OUT017,1685.2481439297917
102,FDZ25,OUT017,2851.9279590721994
103,FDG12,OUT046,1998.773312773697
104,DRB01,OUT019,1106.356567263465
105,NCC43,OUT027,5360.466480994954
106,FDX13,OUT019,2078.067894016229
107,FDM22,OUT049,992.939211247417
108,FDJ03,OUT027,2240.3849141180026
109,FDU14,OUT018,3660.4721373163775
110,FDB33,OUT010,686.6590598826964
111,FDP27,OUT046,3035.770710803692
112,FDO38,OUT010,-628.2842612052623
113,FDE28,OUT027,5091.138110943939
114,FDO27,OUT035,1678.8399091279
115,DRL23,OUT027,3188.7509926267335
116,FDS28,OUT046,917.2128113598035
117,FDX24,OUT013,1565.9714486068501
118,FDZ02,OUT035,1686.5949096620845
119,FDL46,OUT045,1814.1346744196899
120,FDS60,OUT027,4319.518365842689
121,NCO06,OUT017,622.0984909340821
122,FDO16,OUT035,1527.3791851284184
123,FDC60,OUT049,1522.7926912142611
124,FDA48,OUT018,3213.507636569263
125,FDZ36,OUT027,4448.252732885472
126,FDK27,OUT045,1907.3157637938648
127,FDW23,OUT018,401.9699166276505
128,FDM14,OUT018,1554.0770732368571
129,FDM14,OUT013,1832.941634797813
130,FDW60,OUT018,2585.4147121677784
131,FDE21,OUT013,1963.2987428258898
132,NCM42,OUT035,1878.2621536857555
133,FDY59,OUT010,-360.6511166897126
134,DRI49,OUT049,1364.0530208749942
135,FDT28,OUT019,501.22222407187394
136,FDQ22,OUT018,410.9075559175484
137,FDR60,OUT049,1346.256079823706
138,FDC50,OUT019,-363.45184528870266
139,FDV24,OUT013,2463.1471011317876
140,DRF48,OUT010,1084.7571531638396
141,FDQ47,OUT046,622.6806506972459
142,DRN36,OUT049,1652.8455094972414
143,NCY06,OUT035,2164.0250221334154
144,FDE52,OUT035,1581.5041014160563
145,NCB54,OUT045,1958.9412443675105
146,NCF31,OUT035,2542.8217871272795
147,FDJ08,OUT027,4497.348948276508
148,NCC07,OUT017,1783.9014930442213
149,NCD19,OUT027,2319.6160835946657
150,FDL46,OUT049,2028.4601269610944
151,FDM20,OUT045,3878.770014495681
152,NCI06,OUT010,917.6475325629576
153,DRM11,OUT035,4239.972115892488
154,NCH07,OUT018,2199.151922642546
155,FDS23,OUT013,2108.3702762101407
156,FDO49,OUT018,587.5525520432714
157,FDS35,OUT049,1181.8722494191616
158,DRK39,OUT045,1253.8247170075492
159,DRI39,OUT049,1027.2814054162063
160,FDV04,OUT017,2589.9489293103575
161,NCN14,OUT035,3011.2701065201227
162,FDH08,OUT013,3751.7041345731172
163,FDS20,OUT046,2961.814034496204
164,FDV40,OUT049,1332.9182885591576
165,FDZ48,OUT010,-127.79502119684435
166,FDS24,OUT027,2890.873356810567
167,FDK44,OUT049,2900.4512800443977
168,FDS48,OUT045,2368.2088278947417
169,FDK26,OUT010,1112.1698911573399
170,FDD23,OUT045,2968.806018243872
171,NCH54,OUT017,2634.1217600359514
172,NCP14,OUT010,-263.00638882050475
173,FDM60,OUT010,-1218.8050697879346
174,FDV24,OUT017,2528.7680121162543
175,FDH08,OUT018,3407.4536756062407
176,FDS12,OUT027,3482.0130018369837
177,FDR39,OUT027,4337.247224420244
178,FDP12,OUT027,2100.956491305432
179,DRF60,OUT027,5170.813282562995
180,FDC09,OUT035,1860.48700537057
181,FDF50,OUT018,2903.571173230236
182,FDG28,OUT035,3995.4361716770463
183,NCE19,OUT017,979.8234349419783
184,NCM53,OUT010,-183.1240825340335
185,NCN18,OUT049,1863.4213115220532
186,FDF32,OUT035,3348.6084074614237
187,FDF11,OUT013,3870.455917604793
188,DRI59,OUT049,3668.6846378285704
189,NCG54,OUT035,2796.6364129686754
190,FDM44,OUT046,1696.4314204973375
191,FDT57,OUT018,3475.7386386127414
192,FDV24,OUT046,2423.476289983848
193,FDI50,OUT019,1763.435564058008
194,FDS09,OUT035,1000.8448718932702
195,NCC31,OUT027,3887.32612999748
196,FDQ07,OUT019,1601.916318745717
197,FDC22,OUT017,3135.861519374001
198,FDZ56,OUT046,2754.2825272277487
199,FDZ40,OUT019,-1001.9730976423114
200,FDS46,OUT027,3360.7426840057296
201,DRD24,OUT045,2164.9772179036418
202,FDV45,OUT017,3116.7312561106696
203,FDL26,OUT045,2453.1903148783654
204,FDA56,OUT018,1763.0440354883442
205,FDN27,OUT046,1926.2987981799815
206,FDM20,OUT049,4027.309991964955
207,FDO16,OUT017,1460.20068810484
208,FDL03,OUT035,3278.9658144995738
209,FDE58,OUT046,1887.1271875104871
210,FDI02,OUT027,3284.27109435653
211,NCC55,OUT019,-1279.2978858375786
212,FDR03,OUT018,3023.152904601804
213,FDB14,OUT017,1634.4488859561043
214,FDR45,OUT013,3856.084846159722
215,NCN07,OUT017,2171.654605947987
216,FDM51,OUT019,-209.64647945079457
217,FDT52,OUT027,5316.1177296053775
218,FDL26,OUT046,2500.5212050631017
219,NCZ42,OUT046,3754.9647833679537
220,DRI47,OUT019,443.7772557038421
221,FDW40,OUT013,2265.220283809084
222,FDN34,OUT046,2716.1935485123727
223,FDS01,OUT035,3037.092761585986
224,NCG55,OUT045,1763.7344950845313
225,FDC11,OUT035,1575.9031831689474
226,FDX35,OUT018,3326.1230553221726
227,NCB06,OUT046,2537.5174936910544
228,FDR09,OUT019,2199.159346695298
229,FDC53,OUT017,1680.5273249502702
230,FDY45,OUT013,4084.8467777701408
231,FDA22,OUT010,793.6748508052741
232,FDE02,OUT035,1714.2359131842984
233,FDW21,OUT045,1583.3384050577408
234,FDV34,OUT046,1226.3953803509128
235,FDS59,OUT049,1882.6217169214406
236,NCW17,OUT017,2154.005309086028
237,NCK54,OUT046,1854.3383493562328
238,FDG17,OUT019,1962.893082543722
239,FDG35,OUT017,2911.7033029805525
240,FDD08,OUT010,-1206.255230818329
241,NCO07,OUT017,3445.3427447784766
242,FDJ10,OUT010,330.3268411039139
243,FDW36,OUT017,1804.979180823973
244,FDW21,OUT010,-247.9211017670898
245,FDY19,OUT017,2053.582473166882
246,DRE03,OUT013,805.634541339175
247,NCC55,OUT049,711.1127297912027
248,FDH52,OUT010,-868.1573272037864
249,FDO09,OUT017,4270.016088398501
250,FDU43,OUT045,3764.2488210231404
251,FDX09,OUT010,870.404203958909
252,FDH40,OUT019,-567.472712599167
253,FDW58,OUT017,1807.9220528285512
254,FDC47,OUT017,3688.8038438043327
255,NCR41,OUT035,1672.304112158782
256,DRG49,OUT035,3991.1919536090472
257,FDC52,OUT027,3868.8205382670103
258,FDY13,OUT046,1274.365202962699
259,FDY35,OUT013,809.8657292719668
260,FDI35,OUT017,3037.494942549959
261,NCU18,OUT049,2319.242781593123
262,FDY33,OUT018,2243.3515345661303
263,FDC15,OUT027,3900.858670737168
264,FDU01,OUT049,3118.993111293374
265,NCU42,OUT046,2673.1453637057148
266,NCV29,OUT018,2548.0929429392163
267,NCY30,OUT017,2978.5936017561326
268,FDQ46,OUT049,1897.0030377687917
269,FDG58,OUT027,3900.4953587764794
270,FDK33,OUT017,3501.499915089403
271,NCD07,OUT045,1752.8674392683242
272,NCX29,OUT027,3737.166319770864
273,NCT42,OUT013,2372.9308756765836
274,DRN59,OUT035,915.0351968853083
275,FDI44,OUT035,1469.5170285591669
276,FDA45,OUT049,2905.1616498266917
277,FDP31,OUT045,1028.45368196549
278,FDY01,OUT046,1865.399243286091
279,FDT09,OUT018,1868.2293304549107
280,DRH03,OUT027,2976.810842033249
281,FDA36,OUT018,2726.4287102297576
282,NCF31,OUT017,2516.053195117964
283,FDG14,OUT049,2560.615676622497
284,FDG28,OUT027,5324.914444973675
285,FDU14,OUT049,4031.1257567036064
286,FDY47,OUT019,224.80390014710622
287,FDI56,OUT049,1605.5813040044577
288,DRD01,OUT013,947.6709930156471
289,FDM22,OUT046,936.7773020337843
290,FDH33,OUT013,735.1802181624912
291,DRZ24,OUT013,1908.2144550748435
292,NCQ38,OUT046,1688.6429884992199
293,FDO16,OUT027,2821.09878977717
294,FDU07,OUT027,3881.0724142278186
295,NCB07,OUT013,3071.032831228442
296,FDU48,OUT045,2064.892301223374
297,NCM43,OUT045,2549.237192365323
298,FDR31,OUT010,446.4101746769319
299,DRK49,OUT018,406.93362419470577
300,NCI30,OUT010,1909.2860614344258
